Order ID,Order Date,Customer ID,First Name,Last Name,Email,Phone,Billing Address,Shipping Address,Country,Product,SKU,Quantity,Price,Total Price,Discount,Tax,Shipping Cost,Grand Total,Payment Method,Fulfillment Status,Carrier,Tracking Number,Return Status,Refunded Amount
8f33668e-1357-4826-8f90-af50bd376258,2024-07-05,ff8ec681-22db-49dd-ba7c-16a666f7e8b1,Zachary,Harrington,wareryan@hotmail.com,9549540030,"5200 Smith Trail
East Eric, TX 92721","772 Meyer Cape Apt. 163
Josephville, OH 57056",Kiribati,Smartwatch,ELEC-1456,3,199.99,599.97,0,59.99700000000001,12.961987334264833,672.9289873342648,Credit Card,unfulfilled,,,Partially Returned,299.985
953936dc-9baf-44f8-b30b-504dac4b9469,2024-11-29,aa4835ba-dc65-411b-a366-dbff7a9021b1,Amy,Wolf,davidwilliams@woods.biz,001-834-605-8984,"08537 Arnold Brooks
Port Ian, TN 86318","045 Torres Field Suite 100
Grayberg, WV 05149",French Polynesia,4K Action Camera,ELEC-4792,1,149.99,149.99,15,14.999000000000002,11.856435329761956,161.84543532976195,Google Pay,fulfilled,UPS,4fe37e43-e9b,Returned,149.99
629f1b96-e678-4e9e-90fa-d4305197f6fa,2023-03-24,2985d376-676b-41f1-b5f5-19d2cc639a10,Jessica,Campbell,williambradley@yahoo.com,038.503.5468,"59024 Sharon Glens Suite 119
West Donnamouth, MS 33248","8789 Frank Spurs
Deborahchester, KS 54859",Chile,Smart Home Hub,ELEC-6577,1,129.99,129.99,5,12.999000000000002,19.07505763021386,157.06405763021385,Google Pay,partially fulfilled,USPS,38b8b879-649,Partially Returned,64.995
72ceedec-75fb-49fa-ba77-f669862d5aff,2023-11-20,548a76ec-f989-40e4-a05a-cd80bbdd631e,Antonio,Gregory,kevinhamilton@smith.com,694.751.8219,"1068 Thomas Mills Apt. 419
Andersonview, AZ 91132","753 West Dale Apt. 559
Peckchester, DC 77938",Saint Pierre and Miquelon,Noise Cancelling Headphones,ELEC-7410,3,299.99,899.97,0,89.99700000000001,16.38793353676539,1006.3549335367655,Google Pay,partially fulfilled,DHL,b3dd5623-fec,Partially Returned,449.985
2c0d6d86-d072-4993-84e6-c14226a74303,2025-01-02,c5d1abfa-90b5-4d52-8ad3-1fba6cee696a,Paul,Brown,jacob92@yahoo.com,001-387-176-3551x4548,"90034 Jordan Motorway
Port Michelle, AR 20213","9260 Thomas Coves Suite 658
Port Deborah, NM 10643",Singapore,Portable Charger,ELEC-7717,3,39.99,119.97,10,11.997,8.865359076050584,130.83235907605058,Google Pay,unfulfilled,,,Partially Returned,59.985
f00f2174-de75-4269-af5b-2b717b7b387a,2024-10-23,f55efa3d-08c2-4ad9-8ea8-e3386de81636,Daniel,Long,ophillips@gmail.com,909-444-9537,"146 Jacobs Courts Suite 986
Lake Lorifort, DE 16824","56343 Joan Knoll Suite 512
Cassidytown, AK 62468",Kenya,Smartwatch,ELEC-7806,2,199.99,399.98,15,39.998000000000005,12.808779182304361,437.7867791823044,Google Pay,unfulfilled,,,Partially Returned,199.99
1cd98f3e-c4a7-4242-aabd-cd7ef48c439b,2024-01-29,52216bab-12ef-4825-921b-d797440cbfaf,Rachael,Daniel,wwilson@gmail.com,001-226-357-9610x6690,"514 Kyle Brooks Apt. 820
Ashleyside, ID 86821","32652 Miller Shore
Thompsonborough, NH 12263",Singapore,Gaming Mouse,ELEC-7071,1,59.99,59.99,10,5.9990000000000006,10.565582156933573,66.55458215693358,PayPal,partially fulfilled,DHL,c2f598aa-14b,Not Returned,0.0
32eee79a-eefb-4efe-867c-9f7a9356c13b,2023-06-04,1e6dee8b-60b2-4e5f-8d80-a45d4f14186d,Drew,Rowe,kathleenkhan@blanchard.biz,145-195-8289x55620,"48029 Helen Fall
Andreamouth, NH 52269","103 Johnson Mews Suite 202
West Kristenburgh, WV 52286",Mayotte,Gaming Mouse,ELEC-7975,2,59.99,119.98,0,11.998000000000001,19.421984092849186,151.3999840928492,Bank Transfer,partially fulfilled,FedEx,0c0cbf82-668,Partially Returned,59.99
b1290d3f-77a7-44c7-a102-005ff076aaf8,2024-04-21,64060710-fa80-407b-893e-d41401148664,Mary,Stephenson,daniel01@yahoo.com,+1-989-002-1600x067,"1402 Kaylee Lock Apt. 764
Danielsside, VT 44201","6214 Levy Throughway Apt. 348
East Janet, IL 74824",Saint Barthelemy,Bluetooth Speaker,ELEC-1280,2,79.99,159.98,10,15.998,5.73710359448614,171.71510359448612,Apple Pay,partially fulfilled,UPS,bcf91ce5-424,Not Returned,0.0
87a94981-8185-4336-825c-5a84e42c4ec3,2023-12-27,bd090b8a-f978-47c8-8886-4ac20606c845,Michael,George,whitecarolyn@allen.com,(646)701-6317x478,"PSC 5177, Box 2917
APO AP 72432","617 Lisa Harbor
North Alexandraborough, NH 36793",Grenada,Bluetooth Speaker,ELEC-4149,3,79.99,239.96999999999997,5,23.997,12.251243398068432,271.2182433980684,Credit Card,fulfilled,USPS,5d3aaa15-732,Not Returned,0.0
3f77c9ad-c474-45ea-a4c8-ab975f2637bd,2024-02-02,7cc083a6-2671-40b9-b95b-2a224d6913bf,Jeffrey,Ballard,russellsamuel@strickland.com,260-967-8856x476,"00106 Lewis Extension Suite 898
Lake Kylefurt, NE 91456","05324 Janet Crossroad
East Laurenville, MN 45526",Mozambique,Wireless Earbuds,ELEC-9136,2,49.99,99.98,5,9.998000000000001,14.92091096093496,119.89891096093497,Credit Card,partially fulfilled,FedEx,a54991ee-93b,Partially Returned,49.99
c4e24b52-4960-4427-8889-485e47cb0965,2023-06-16,6428c9dc-cee3-4d9b-8a68-bd8155d10053,Amanda,Lee,masonmarilyn@yahoo.com,763.760.4589x7352,"062 Jose Station Suite 670
Roblesmouth, KS 26073","048 Sanders Ranch
Clarkside, CA 81020",Jamaica,Gaming Mouse,ELEC-8880,1,59.99,59.99,15,5.9990000000000006,6.516671999745531,57.50567199974553,Google Pay,fulfilled,USPS,7b7032fe-a46,Not Returned,0.0
af274704-39ce-4f57-961c-08d4d4d9b0a5,2023-07-18,d97a3c2c-4750-4e44-b243-a8839b984d11,Michael,Edwards,jose15@hotmail.com,(650)208-1818x2050,"2088 Carlson Fords Suite 338
Arnoldhaven, WA 18577","USNV Knight
FPO AE 46674",Poland,4K Action Camera,ELEC-2493,3,149.99,449.97,10,44.99700000000001,12.82543930339682,497.79243930339686,Credit Card,unfulfilled,,,Returned,449.97
3f378286-1020-4132-a95a-e4d68f7b8780,2023-07-04,1eee8182-a398-4c62-829d-d24faa659ba9,Stacey,Kelly,john02@gmail.com,727-932-0540,"0758 Rollins Islands
North Johnnyview, FL 36268","78336 Powell Extension
South Patrickfort, GA 25941",Wallis and Futuna,Mechanical Keyboard,ELEC-5067,2,109.99,219.98,0,21.998,7.262659972572713,249.2406599725727,Bank Transfer,partially fulfilled,FedEx,38f991e6-a77,Partially Returned,109.99
6d84d0ee-594f-47d5-a5b9-b5ed22dbcbdb,2025-02-23,4326ab94-5d5e-4185-82df-97e6d9839202,Erika,Scott,davidgonzalez@buckley.com,(567)642-1202x737,"61704 Baldwin Prairie Apt. 913
Bishophaven, NM 80712","PSC 2020, Box 4924
APO AP 66276",Antigua and Barbuda,Smartwatch,ELEC-9923,3,199.99,599.97,0,59.99700000000001,18.88933972919248,678.8563397291924,PayPal,partially fulfilled,FedEx,d40addef-f06,Partially Returned,299.985
1ceaa16f-7796-499c-91c9-fff4fcad3ef1,2024-03-06,e65c3760-45f5-45f9-bcd6-78ee3777f9f7,Laura,Johnson,margaret79@gmail.com,6186917552,"355 Perez Stream Apt. 613
Lake Glendastad, FL 86252","6447 Powell Stravenue Suite 072
Lake Jennifershire, MI 99021",Thailand,Smartwatch,ELEC-3953,1,199.99,199.99,15,19.999000000000002,11.962665977789811,216.95166597778982,Apple Pay,fulfilled,DHL,a39df4c2-fd6,Not Returned,0.0
46fce31a-5171-4d31-a4de-2ff216ed820a,2024-10-15,bd7dab01-e7bd-4083-bbb4-53e9675e450a,John,Perry,gonzalezdaniel@smith-estrada.com,(781)628-8137,"140 Nancy Roads
North Alexville, AR 41299","5397 Lopez Valleys
New Madisonmouth, VT 38279",Estonia,Gaming Mouse,ELEC-1943,3,59.99,179.97,15,17.997,18.013480109857486,200.98048010985747,Credit Card,unfulfilled,,,Not Returned,0.0
6360da47-bbf7-48e4-8b7b-15b99cb7c529,2023-08-08,90f16bbf-acd7-42f5-ba00-1410364c9b10,Arthur,Travis,davidsonjames@yahoo.com,782-568-6273x97919,"6687 Taylor Run Suite 741
Burnsfort, WI 97086","Unit 8756 Box 7766
DPO AA 37592",Hong Kong,Bluetooth Speaker,ELEC-6807,2,79.99,159.98,15,15.998,23.918663839801248,184.89666383980122,PayPal,fulfilled,UPS,f96acc77-8cc,Returned,159.98
08652d8c-778a-4976-b5ea-91155a8d40aa,2023-05-15,3b5a27db-f236-4f13-9331-9eb68a0ecb40,Patrick,Lopez,johnsonashley@hotmail.com,+1-899-308-0922x34961,"96354 Norris Ports Apt. 980
Smithfurt, NV 55205","USNV Harris
FPO AA 54818",Cook Islands,Portable Charger,ELEC-5888,1,39.99,39.99,0,3.9990000000000006,22.429343946340637,66.41834394634064,Credit Card,partially fulfilled,DHL,9c7a9207-6f1,Not Returned,0.0
f0d3d032-a81e-4f50-9c30-6f813fd557cf,2023-08-26,0a713e16-95d2-466a-8733-22a02e78756a,Danielle,Evans,carrie32@hotmail.com,001-169-806-3641x57865,"47838 Manning Pines Suite 066
Courtneyview, OH 95327","45748 Sabrina Wells Suite 092
East Philipshire, MI 31820",Greece,4K Action Camera,ELEC-8186,1,149.99,149.99,0,14.999000000000002,20.601014043706705,185.5900140437067,Bank Transfer,fulfilled,USPS,407bd74e-d3c,Partially Returned,74.995
2df19bf4-cd3d-488e-90d3-50b7ee818e25,2024-03-18,d90d80ba-825c-465d-bf80-ff38dd7fbd92,Jason,White,elizabethgreen@hotmail.com,498.112.5607,"74098 Berry Inlet
Fryemouth, OR 61296","4840 Christopher Mountains Suite 316
South Melindahaven, MS 11085",Moldova,VR Headset,ELEC-3403,2,249.99,499.98,0,49.998000000000005,19.636888572028493,569.6148885720286,Credit Card,fulfilled,DHL,528a0cdf-01b,Partially Returned,249.99
d8ef5999-3624-4765-845a-17dc527456ea,2025-01-04,3a2f2abe-efcd-4f46-a961-02c8effcdfe6,Rebecca,Horton,johnsonamber@luna-lester.com,7945425876,"761 Lisa Trail Suite 627
Myersberg, TN 71417","91186 Joseph Inlet Suite 284
Carrieburgh, ME 32241",Portugal,Gaming Mouse,ELEC-7508,1,59.99,59.99,5,5.9990000000000006,15.361500189298136,76.35050018929815,Google Pay,partially fulfilled,FedEx,ca37eee3-a60,Not Returned,0.0
27df6c70-6947-4ff4-b3f4-150f1afccae6,2024-08-13,d0116144-98b2-4573-9915-414bddd9ce71,Caitlyn,Morris,anne95@yahoo.com,001-565-397-5854x1970,"745 Roth Lock Apt. 235
Hardychester, CO 21301","505 Kelly Green Apt. 144
Lake Kyle, IL 69285",Portugal,Portable Charger,ELEC-3356,2,39.99,79.98,5,7.998000000000001,16.568219457313855,99.54621945731387,Apple Pay,unfulfilled,,,Returned,79.98
2eea6eed-ed20-454c-a276-1cfeb0184522,2024-07-15,a313387f-b8b0-40ef-a001-fd555db99ee9,Martin,Ruiz,rmiller@hotmail.com,001-161-317-3659x408,"USS Smith
FPO AP 56768","2918 Patterson Union Apt. 413
Johnchester, IN 56335",Bulgaria,VR Headset,ELEC-9507,1,249.99,249.99,10,24.999000000000002,18.394335070116,283.383335070116,Google Pay,unfulfilled,,,Partially Returned,124.995
313b2564-ee75-410e-aaad-2cd7264a2eee,2023-08-28,58aa6b3f-9769-4a36-b7a6-389da48af803,Shannon,Cook,chambersangelica@yahoo.com,+1-424-757-5019x206,"079 Miranda Coves
Patrickton, NH 33042","60704 Stacey Mews
Danielleton, TX 53554",Bosnia and Herzegovina,Gaming Mouse,ELEC-2909,1,59.99,59.99,10,5.9990000000000006,21.68812004003459,77.6771200400346,Google Pay,unfulfilled,,,Returned,59.99
2d392aa2-f1ac-4863-b79e-dc7e93778c7a,2024-06-28,1253eddf-b4d7-4fb9-bfb9-62cb69b348b9,Carmen,Gaines,sandrareed@hill-hernandez.org,(879)721-3853x9910,"690 Gaines Mountains
East Dianaport, OR 48252","282 Brennan Hills
Catherineside, SC 35279",Vietnam,Smartwatch,ELEC-6645,1,199.99,199.99,0,19.999000000000002,12.394647753533295,232.3836477535333,Google Pay,partially fulfilled,DHL,3d9a8dbb-0cd,Not Returned,0.0
97f4a983-c1f3-479f-a047-2934e089eb43,2024-11-25,a3133cc3-0bfe-4d88-97ed-808e01c3763b,Daniel,Sanchez,amandamitchell@hotmail.com,275.357.5532,"6230 John Corner Apt. 749
Michellestad, UT 73222","90055 Andrew Keys Apt. 454
New Mark, IN 89873",French Polynesia,Smart Home Hub,ELEC-3428,3,129.99,389.97,10,38.99700000000001,14.55355223443441,433.52055223443443,PayPal,unfulfilled,,,Not Returned,0.0
163a3e0c-d7db-451b-b717-8ea12454a461,2023-08-30,ad110484-1b03-424d-ab13-10b5c4a18c5e,Jeff,Allen,boydheather@garcia-wilson.info,141-776-0599,"1690 Medina Shore Suite 361
Matthewview, KS 03165","135 Russo Drive Apt. 316
Richardsontown, TN 55990",Saint Pierre and Miquelon,Portable Charger,ELEC-4018,1,39.99,39.99,5,3.9990000000000006,22.29698676465395,61.285986764653956,Apple Pay,partially fulfilled,DHL,826e68a5-9fa,Partially Returned,19.995
68eebc0f-c9d6-4dbb-a1a6-6dc27a57cc1b,2023-11-29,03821698-4eb7-4ba2-9632-a86da2c529fb,Bridget,Holden,abradshaw@yahoo.com,713-097-6058,"351 Rogers Mount
Port Donald, TX 35211","93932 Foster Mountains Suite 781
Brendachester, NJ 66499",New Zealand,Noise Cancelling Headphones,ELEC-5474,2,299.99,599.98,5,59.998000000000005,15.537279474185329,670.5152794741854,Bank Transfer,fulfilled,FedEx,7a9d0180-8f6,Returned,599.98
f3ac3410-56f1-46a2-8eae-976e36562e75,2023-07-11,97f272fe-178c-4ffd-bc2c-b1cc3440769b,Beverly,King,patricia91@chen.com,001-535-862-7777x93352,"9704 Veronica Port
East Timothybury, ID 62649","9990 Harris Via Apt. 802
Mollyland, MT 70610",Uruguay,4K Action Camera,ELEC-1623,2,149.99,299.98,10,29.998000000000005,16.77087100116932,336.74887100116933,PayPal,partially fulfilled,DHL,783fb106-1f5,Returned,299.98
3c0e5865-6979-44fa-a6c1-1e1e0a2afd33,2024-02-11,33256981-4209-4730-a87c-5dc0e74c9bd3,Vanessa,Kirk,etrujillo@yahoo.com,+1-924-289-0561x1406,"1693 John Ridge
Davidville, AR 86145","25694 Karen Grove
Diazhaven, NY 51770",Eritrea,Bluetooth Speaker,ELEC-9473,3,79.99,239.96999999999997,0,23.997,16.317606062094704,280.28460606209467,Apple Pay,fulfilled,FedEx,02490038-35b,Not Returned,0.0
40861797-5185-4324-a7b7-5e26e9966013,2024-04-16,1c8333da-a15c-4ccb-b4b8-a2bb61fe8cec,Jerry,Meyer,ytodd@yahoo.com,(967)128-9841x19783,"218 Singh Rest
Johnsonville, WA 29388","664 Austin Locks
Johnsonton, AR 03497",Iraq,Wireless Earbuds,ELEC-7128,2,49.99,99.98,10,9.998000000000001,10.53088733774558,110.50888733774559,Google Pay,partially fulfilled,DHL,5408253a-e5a,Partially Returned,49.99
b0356824-3480-4639-9d3a-c9b2fe86d262,2024-02-22,121d4586-9189-43e2-8b86-7eb4db535474,Luis,Lynch,emorris@cordova-dillon.com,(431)985-3224x5501,"265 Lane Rapid
Lake Leah, TX 62318","0716 Chad Loop Apt. 569
New Troyton, NJ 99870",British Virgin Islands,Bluetooth Speaker,ELEC-3516,2,79.99,159.98,5,15.998,20.9541362569654,191.93213625696538,Google Pay,unfulfilled,,,Partially Returned,79.99
05822839-9e2b-44e9-a1ac-52e086f0814f,2023-08-06,ffef8f13-263f-4f4c-8c7f-b9f8f1900b77,Roger,Hunt,cmitchell@harris-kelly.com,001-683-665-1611x492,"3948 Samuel Square
New Carlosbury, SC 08131","29540 Lam Fork
East Tammie, CA 77719",Anguilla,Mechanical Keyboard,ELEC-6169,3,109.99,329.96999999999997,15,32.997,5.556714142101882,353.5237141421019,Apple Pay,fulfilled,DHL,f96e91f3-597,Partially Returned,164.98499999999999
81119e5c-bd7c-4fe9-9176-ace10e856c67,2023-06-09,b0ba8089-c4f6-4041-b0ae-079aa0c3607a,Kristina,Mckinney,hpatel@torres.com,+1-426-221-9713,"9873 Davis Light Apt. 932
Hoganside, MO 91736","99558 Eric Points Apt. 333
Dannyside, NM 78689",Tajikistan,VR Headset,ELEC-5709,3,249.99,749.97,10,74.997,11.613574022279034,826.580574022279,Bank Transfer,fulfilled,DHL,a493f201-43d,Not Returned,0.0
e1f1172c-c49b-4295-932f-4b56bf28bfc1,2024-08-06,58b6145f-4200-4a98-8545-5b0bcfbf0f32,Vincent,Moses,guerrasarah@leach-mcguire.com,001-656-967-3045x3095,"405 Matthew Gateway Apt. 073
East Robin, PA 69273","3270 Teresa Glen Suite 565
South Angelica, MS 81579",Trinidad and Tobago,Noise Cancelling Headphones,ELEC-8916,1,299.99,299.99,5,29.999000000000002,6.5453284228318935,331.53432842283195,PayPal,unfulfilled,,,Partially Returned,149.995
2cbda154-b2be-4194-8a5f-3ed727c7fedd,2024-05-30,4d82f3ea-0b73-4aee-be81-b6cc22acf133,Angela,Horne,wagnermelissa@hotmail.com,001-148-573-0685x0151,"75285 Mitchell Mill Apt. 506
North Anthony, IN 72580","005 Jessica Lakes Suite 498
Clarkshire, MI 78375",Philippines,Portable Charger,ELEC-1201,2,39.99,79.98,15,7.998000000000001,6.136567334655114,79.11456733465512,Google Pay,partially fulfilled,USPS,cc217e7d-436,Not Returned,0.0
9cf88a5b-d00a-4ef9-8580-69d53613edc4,2023-08-07,c52e4a8f-4b9a-4d0f-9026-789b6cfdda38,Jerry,Diaz,qray@green.com,279-644-1651x52108,"2216 Adkins Lodge Apt. 381
Hendersonside, KY 70630","Unit 8016 Box 3116
DPO AE 40110",Lesotho,Smartwatch,ELEC-6564,1,199.99,199.99,0,19.999000000000002,9.015786376812798,229.0047863768128,Google Pay,partially fulfilled,USPS,4f75904b-343,Not Returned,0.0
98c1f74a-3889-4fc6-8b44-0c9920afec09,2025-02-01,adfbd186-0d3f-498f-b679-2641e8cadfdd,Ashley,Ward,imoody@wilson.com,001-130-573-9377x2651,"096 Sarah Creek
East Danamouth, VA 66999","713 Johnston Forest Suite 194
Davidborough, AZ 80720",Nepal,Bluetooth Speaker,ELEC-5247,2,79.99,159.98,0,15.998,22.24209301598838,198.22009301598837,Apple Pay,fulfilled,DHL,58005e68-7a8,Not Returned,0.0
da46dcd0-0284-4f1c-b885-361f95073168,2024-12-06,e4d7f417-2bbb-4a3c-a6d3-d2519a6c3ab2,Joseph,Lopez,christie11@hotmail.com,670-026-2542x355,"USNV Baker
FPO AA 09767","672 Strickland Landing
Justinville, TN 10671",Egypt,Smart Home Hub,ELEC-8384,3,129.99,389.97,0,38.99700000000001,17.492760664388285,446.45976066438834,PayPal,partially fulfilled,DHL,17e3b783-33b,Returned,389.97
906a4d51-9cfe-4678-a254-adee6fc90237,2023-08-03,dddba9fb-bf5f-40fd-b629-9c876b8ddfde,Cindy,Perez,gdavis@williams-oneill.com,711.976.2560x4931,"7940 Lisa Points Suite 761
Grosston, OR 09064","Unit 2312 Box 3313
DPO AP 46127",Mali,4K Action Camera,ELEC-8407,2,149.99,299.98,0,29.998000000000005,12.539499469180718,342.51749946918073,Credit Card,partially fulfilled,DHL,9e2197d7-bed,Returned,299.98
150acadb-6c47-4847-9875-a6da49c6dfa9,2024-09-20,a89f1b67-6648-4a3c-8289-dc9b64860f83,Crystal,Guerrero,jeffery88@parker-thompson.com,+1-622-398-5547x8986,"93894 Devin Ferry Suite 080
Bennettland, HI 03811","4248 David Forges
Jerrymouth, NV 37734",Uganda,VR Headset,ELEC-5885,3,249.99,749.97,0,74.997,6.9714500237241905,831.9384500237242,Bank Transfer,partially fulfilled,FedEx,3fa1f4fe-6da,Not Returned,0.0
57d85ccd-b14c-4dc3-9c5e-fdf034cdb502,2024-03-25,00814dc4-c6db-4e72-b784-df8163370d10,Emily,Miller,john91@gmail.com,+1-218-888-8047x733,"7099 Sabrina Extensions Suite 551
New David, IL 55143","USCGC Ramirez
FPO AP 28090",Aruba,VR Headset,ELEC-4644,1,249.99,249.99,15,24.999000000000002,13.044386245400975,273.033386245401,Google Pay,partially fulfilled,DHL,3972abd4-c7b,Not Returned,0.0
eab7d362-7c74-4d9f-b873-e6bae335c744,2024-04-11,8ce61bd8-5a67-4dfb-947c-60fad3b2ed27,Douglas,Valenzuela,martindonald@hotmail.com,468.482.6071x27780,"4103 Shannon Pines
Glennland, WA 78588","6386 Williams Prairie
Georgeton, VT 51288",Malaysia,Portable Charger,ELEC-4549,3,39.99,119.97,5,11.997,10.483098232753685,137.45009823275367,Apple Pay,unfulfilled,,,Not Returned,0.0
a416c88f-38d9-4ddb-9517-32114734e9f6,2023-09-06,15ff67ba-fe14-4e99-82a6-3f653ca3eb95,Amy,Harding,jacksonmallory@weber-miller.net,+1-303-961-6667x810,"26005 Mike Crescent Apt. 065
Port Kaylatown, OH 01905","862 Roach Village Suite 461
South James, IL 42821",Anguilla,Mechanical Keyboard,ELEC-3846,3,109.99,329.96999999999997,0,32.997,19.811337191927482,382.77833719192745,Google Pay,unfulfilled,,,Not Returned,0.0
5eeb6c03-bf2b-4c16-9e44-6ca1fde55710,2024-06-19,549c63a4-ce52-47d0-bfed-db600311e9f3,Matthew,Graham,burnsmelissa@gmail.com,069.208.1665,"0048 King Squares
Patelton, NE 26341","41965 Terry Court
Andreaberg, OH 16064",Singapore,Mechanical Keyboard,ELEC-3815,3,109.99,329.96999999999997,5,32.997,23.48531970099545,381.4523197009954,Credit Card,unfulfilled,,,Not Returned,0.0
4dfdf958-48b8-45f7-85f2-c47bac1bf871,2024-06-21,4f47886d-76ce-411d-9d94-f82ddf235685,Catherine,Wilson,whitetheresa@carter.org,+1-551-598-9579,"Unit 0921 Box 9505
DPO AE 51079","07455 Cassandra Ranch
Ryanside, VA 95932",Angola,VR Headset,ELEC-4907,2,249.99,499.98,10,49.998000000000005,13.461950215527045,553.4399502155271,Bank Transfer,fulfilled,FedEx,6be957a5-ee3,Partially Returned,249.99
05b86ad1-09c1-440f-bad2-59e78f643cbd,2023-11-09,f703761c-ce3e-496f-861a-cdb8bf7762e3,Kevin,Jackson,molsen@duffy.com,806-464-5137x02336,"294 Valerie Parkway
Jacksonfort, ND 58953","58353 David Alley
Jonesview, CO 71546",Saint Martin,VR Headset,ELEC-4497,3,249.99,749.97,10,74.997,12.590006777348107,827.5570067773481,Google Pay,unfulfilled,,,Partially Returned,374.985
